Month,Division,Line,Day Type,Reporting Category,Subcategory,Incidents
2025-06-01,A DIVISION,4,1,Police & Medical,Persons on Roadbed,3
2025-06-01,A DIVISION,4,1,Police & Medical,"Public Conduct, Crime, Police Response",69
2025-06-01,A DIVISION,4,1,Police & Medical,Sick/Injured Customer,6
2025-06-01,A DIVISION,4,2,,,0
2025-06-01,A DIVISION,4,2,Crew Availability,Crew Availability,11
2025-06-01,A DIVISION,4,2,External Factors,External Agency or Utility,0
2025-06-01,A DIVISION,4,2,External Factors,External Debris on Roadbed,1
2025-06-01,A DIVISION,4,2,External Factors,Inclement Weather,0
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Braking,0
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Door-Related,1
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Other - CE,4
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Other - Sig,8
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Other Infrastructure,1
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Other Internal Disruptions,1
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Propulsion,0
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Rail and Roadbed,0
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Service Delivery,5
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,A DIVISION,4,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-06-01,A DIVISION,4,2,Operating Conditions,Other Operating Environment,44
2025-06-01,A DIVISION,4,2,Operating Conditions,Service Management,0
2025-06-01,A DIVISION,4,2,Planned ROW Work,Capital Work - Other Planned ROW,4
2025-06-01,A DIVISION,4,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,A DIVISION,4,2,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,A DIVISION,4,2,Planned ROW Work,Subways Maintenance,15
2025-06-01,A DIVISION,4,2,Planned ROW Work,Work Equipment,1
2025-06-01,A DIVISION,4,2,Police & Medical,Persons on Roadbed,0
2025-06-01,A DIVISION,4,2,Police & Medical,"Public Conduct, Crime, Police Response",32
2025-06-01,A DIVISION,4,2,Police & Medical,Sick/Injured Customer,5
2025-06-01,A DIVISION,5,1,,,0
2025-06-01,A DIVISION,5,1,Crew Availability,Crew Availability,17
2025-06-01,A DIVISION,5,1,External Factors,External Agency or Utility,0
2025-06-01,A DIVISION,5,1,External Factors,External Debris on Roadbed,0
2025-06-01,A DIVISION,5,1,External Factors,Inclement Weather,0
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Braking,0
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Door-Related,4
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Other - CE,2
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Other - Sig,4
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Other Infrastructure,0
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Other Internal Disruptions,0
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Propulsion,0
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Rail and Roadbed,3
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Service Delivery,8
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,A DIVISION,5,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2025-06-01,A DIVISION,5,1,Operating Conditions,Other Operating Environment,28
2025-06-01,A DIVISION,5,1,Operating Conditions,Service Management,0
2025-06-01,A DIVISION,5,1,Planned ROW Work,Capital Work - Other Planned ROW,1
2025-06-01,A DIVISION,5,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,A DIVISION,5,1,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,A DIVISION,5,1,Planned ROW Work,Subways Maintenance,18
2025-06-01,A DIVISION,5,1,Planned ROW Work,Work Equipment,0
2025-06-01,A DIVISION,5,1,Police & Medical,Persons on Roadbed,1
2025-06-01,A DIVISION,5,1,Police & Medical,"Public Conduct, Crime, Police Response",55
2025-06-01,A DIVISION,5,1,Police & Medical,Sick/Injured Customer,7
2025-06-01,A DIVISION,5,2,,,0
2025-06-01,A DIVISION,5,2,Crew Availability,Crew Availability,2
2025-06-01,A DIVISION,5,2,External Factors,External Agency or Utility,0
2025-06-01,A DIVISION,5,2,External Factors,External Debris on Roadbed,0
2025-06-01,A DIVISION,5,2,External Factors,Inclement Weather,0
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Braking,1
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Door-Related,1
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Other - CE,1
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Other - Sig,0
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Other Infrastructure,0
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Other Internal Disruptions,0
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Propulsion,0
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Rail and Roadbed,0
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Service Delivery,3
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,A DIVISION,5,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-06-01,A DIVISION,5,2,Operating Conditions,Other Operating Environment,17
2025-06-01,A DIVISION,5,2,Operating Conditions,Service Management,0
2025-06-01,A DIVISION,5,2,Planned ROW Work,Capital Work - Other Planned ROW,0
2025-06-01,A DIVISION,5,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,A DIVISION,5,2,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,A DIVISION,5,2,Planned ROW Work,Subways Maintenance,5
2025-06-01,A DIVISION,5,2,Planned ROW Work,Work Equipment,0
2025-06-01,A DIVISION,5,2,Police & Medical,Persons on Roadbed,0
2025-06-01,A DIVISION,5,2,Police & Medical,"Public Conduct, Crime, Police Response",6
2025-06-01,A DIVISION,5,2,Police & Medical,Sick/Injured Customer,1
2025-06-01,A DIVISION,6,1,,,0
2025-06-01,A DIVISION,6,1,Crew Availability,Crew Availability,28
2025-06-01,A DIVISION,6,1,External Factors,External Agency or Utility,1
2025-06-01,A DIVISION,6,1,External Factors,External Debris on Roadbed,1
2025-06-01,A DIVISION,6,1,External Factors,Inclement Weather,0
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Braking,5
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Door-Related,11
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,"Fire, Smoke, Debris",4
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Other - CE,7
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Other - Sig,12
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Other Infrastructure,1
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Other Internal Disruptions,0
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Propulsion,6
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Rail and Roadbed,3
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Service Delivery,7
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,A DIVISION,6,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-06-01,A DIVISION,6,1,Operating Conditions,Other Operating Environment,33
2025-06-01,A DIVISION,6,1,Operating Conditions,Service Management,18
2025-06-01,A DIVISION,6,1,Planned ROW Work,Capital Work - Other Planned ROW,3
2025-06-01,A DIVISION,6,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,A DIVISION,6,1,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,A DIVISION,6,1,Planned ROW Work,Subways Maintenance,25
2025-06-01,A DIVISION,6,1,Planned ROW Work,Work Equipment,4
2025-06-01,A DIVISION,6,1,Police & Medical,Persons on Roadbed,7
2025-06-01,A DIVISION,6,1,Police & Medical,"Public Conduct, Crime, Police Response",92
2025-06-01,A DIVISION,6,1,Police & Medical,Sick/Injured Customer,6
2025-06-01,A DIVISION,6,2,,,0
2025-06-01,A DIVISION,6,2,Crew Availability,Crew Availability,9
2025-06-01,A DIVISION,6,2,External Factors,External Agency or Utility,0
2025-06-01,A DIVISION,6,2,External Factors,External Debris on Roadbed,0
2025-06-01,A DIVISION,6,2,External Factors,Inclement Weather,0
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Braking,1
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Door-Related,1
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Other - CE,3
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Other - Sig,4
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Other Infrastructure,1
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Other Internal Disruptions,0
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Propulsion,0
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Rail and Roadbed,0
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Service Delivery,5
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,A DIVISION,6,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-06-01,A DIVISION,6,2,Operating Conditions,Other Operating Environment,19
2025-06-01,A DIVISION,6,2,Operating Conditions,Service Management,0
2025-06-01,A DIVISION,6,2,Planned ROW Work,Capital Work - Other Planned ROW,3
2025-06-01,A DIVISION,6,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,A DIVISION,6,2,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,A DIVISION,6,2,Planned ROW Work,Subways Maintenance,14
2025-06-01,A DIVISION,6,2,Planned ROW Work,Work Equipment,3
2025-06-01,A DIVISION,6,2,Police & Medical,Persons on Roadbed,3
2025-06-01,A DIVISION,6,2,Police & Medical,"Public Conduct, Crime, Police Response",36
2025-06-01,A DIVISION,6,2,Police & Medical,Sick/Injured Customer,6
2025-06-01,A DIVISION,7,1,,,0
2025-06-01,A DIVISION,7,1,Crew Availability,Crew Availability,38
2025-06-01,A DIVISION,7,1,External Factors,External Agency or Utility,0
2025-06-01,A DIVISION,7,1,External Factors,External Debris on Roadbed,1
2025-06-01,A DIVISION,7,1,External Factors,Inclement Weather,0
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Braking,4
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Door-Related,7
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Other - CE,2
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Other - Sig,9
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Other Infrastructure,17
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Other Internal Disruptions,1
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Propulsion,3
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Rail and Roadbed,2
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Service Delivery,7
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Signal Modernization Capital Project,2
2025-06-01,A DIVISION,7,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-06-01,A DIVISION,7,1,Operating Conditions,Other Operating Environment,23
2025-06-01,A DIVISION,7,1,Operating Conditions,Service Management,0
2025-06-01,A DIVISION,7,1,Planned ROW Work,Capital Work - Other Planned ROW,9
2025-06-01,A DIVISION,7,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,A DIVISION,7,1,Planned ROW Work,Other Planned ROW Work,1
2025-06-01,A DIVISION,7,1,Planned ROW Work,Subways Maintenance,25
2025-06-01,A DIVISION,7,1,Planned ROW Work,Work Equipment,2
2025-06-01,A DIVISION,7,1,Police & Medical,Persons on Roadbed,1
2025-06-01,A DIVISION,7,1,Police & Medical,"Public Conduct, Crime, Police Response",31
2025-06-01,A DIVISION,7,1,Police & Medical,Sick/Injured Customer,1
2025-06-01,A DIVISION,7,2,,,0
2025-06-01,A DIVISION,7,2,Crew Availability,Crew Availability,7
2025-06-01,A DIVISION,7,2,External Factors,External Agency or Utility,2
2025-06-01,A DIVISION,7,2,External Factors,External Debris on Roadbed,0
2025-06-01,A DIVISION,7,2,External Factors,Inclement Weather,0
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Braking,0
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Door-Related,1
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Other - CE,0
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Other - Sig,0
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Other Infrastructure,4
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Other Internal Disruptions,1
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Propulsion,0
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Rail and Roadbed,0
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Service Delivery,1
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,A DIVISION,7,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-06-01,A DIVISION,7,2,Operating Conditions,Other Operating Environment,8
2025-06-01,A DIVISION,7,2,Operating Conditions,Service Management,0
2025-06-01,A DIVISION,7,2,Planned ROW Work,Capital Work - Other Planned ROW,0
2025-06-01,A DIVISION,7,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,A DIVISION,7,2,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,A DIVISION,7,2,Planned ROW Work,Subways Maintenance,5
2025-06-01,A DIVISION,7,2,Planned ROW Work,Work Equipment,1
2025-06-01,A DIVISION,7,2,Police & Medical,Persons on Roadbed,1
2025-06-01,A DIVISION,7,2,Police & Medical,"Public Conduct, Crime, Police Response",14
2025-06-01,A DIVISION,7,2,Police & Medical,Sick/Injured Customer,1
2025-06-01,A DIVISION,S 42nd,1,,,0
2025-06-01,A DIVISION,S 42nd,1,Crew Availability,Crew Availability,0
2025-06-01,A DIVISION,S 42nd,1,External Factors,External Agency or Utility,0
2025-06-01,A DIVISION,S 42nd,1,External Factors,External Debris on Roadbed,0
2025-06-01,A DIVISION,S 42nd,1,External Factors,Inclement Weather,0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Braking,0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Door-Related,0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Other - CE,0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Other - Sig,0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Other Infrastructure,0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Other Internal Disruptions,0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Propulsion,1
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Rail and Roadbed,0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Service Delivery,0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,A DIVISION,S 42nd,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-06-01,A DIVISION,S 42nd,1,Operating Conditions,Other Operating Environment,0
2025-06-01,A DIVISION,S 42nd,1,Operating Conditions,Service Management,0
2025-06-01,A DIVISION,S 42nd,1,Planned ROW Work,Capital Work - Other Planned ROW,0
2025-06-01,A DIVISION,S 42nd,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,A DIVISION,S 42nd,1,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,A DIVISION,S 42nd,1,Planned ROW Work,Subways Maintenance,0
2025-06-01,A DIVISION,S 42nd,1,Planned ROW Work,Work Equipment,0
2025-06-01,A DIVISION,S 42nd,1,Police & Medical,Persons on Roadbed,0
2025-06-01,A DIVISION,S 42nd,1,Police & Medical,"Public Conduct, Crime, Police Response",2
2025-06-01,A DIVISION,S 42nd,1,Police & Medical,Sick/Injured Customer,0
2025-06-01,B DIVISION,A,1,,,0
2025-06-01,B DIVISION,A,1,Crew Availability,Crew Availability,14
2025-06-01,B DIVISION,A,1,External Factors,External Agency or Utility,94
2025-06-01,B DIVISION,A,1,External Factors,External Debris on Roadbed,0
2025-06-01,B DIVISION,A,1,External Factors,Inclement Weather,0
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Braking,0
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Door-Related,2
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Other - CE,5
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Other - Sig,34
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Other Infrastructure,2
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Other Internal Disruptions,1
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Propulsion,1
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Rail and Roadbed,7
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Service Delivery,29
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,B DIVISION,A,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2025-06-01,B DIVISION,A,1,Operating Conditions,Other Operating Environment,27
2025-06-01,B DIVISION,A,1,Operating Conditions,Service Management,0
2025-06-01,B DIVISION,A,1,Planned ROW Work,Capital Work - Other Planned ROW,5
2025-06-01,B DIVISION,A,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,B DIVISION,A,1,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,B DIVISION,A,1,Planned ROW Work,Subways Maintenance,44
2025-06-01,B DIVISION,A,1,Planned ROW Work,Work Equipment,13
2025-06-01,B DIVISION,A,1,Police & Medical,Persons on Roadbed,5
2025-06-01,B DIVISION,A,1,Police & Medical,"Public Conduct, Crime, Police Response",39
2025-06-01,B DIVISION,A,1,Police & Medical,Sick/Injured Customer,7
2025-06-01,B DIVISION,A,2,,,0
2025-06-01,B DIVISION,A,2,Crew Availability,Crew Availability,6
2025-06-01,B DIVISION,A,2,External Factors,External Agency or Utility,32
2025-06-01,B DIVISION,A,2,External Factors,External Debris on Roadbed,0
2025-06-01,B DIVISION,A,2,External Factors,Inclement Weather,0
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Braking,1
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Door-Related,0
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Other - CE,3
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Other - Sig,10
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Other Infrastructure,0
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Other Internal Disruptions,2
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Propulsion,0
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Rail and Roadbed,4
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Service Delivery,12
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,B DIVISION,A,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-06-01,B DIVISION,A,2,Operating Conditions,Other Operating Environment,4
2025-06-01,B DIVISION,A,2,Operating Conditions,Service Management,0
2025-06-01,B DIVISION,A,2,Planned ROW Work,Capital Work - Other Planned ROW,8
2025-06-01,B DIVISION,A,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,B DIVISION,A,2,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,B DIVISION,A,2,Planned ROW Work,Subways Maintenance,13
2025-06-01,B DIVISION,A,2,Planned ROW Work,Work Equipment,0
2025-06-01,B DIVISION,A,2,Police & Medical,Persons on Roadbed,1
2025-06-01,B DIVISION,A,2,Police & Medical,"Public Conduct, Crime, Police Response",22
2025-06-01,B DIVISION,A,2,Police & Medical,Sick/Injured Customer,2
2025-06-01,B DIVISION,B,1,,,0
2025-06-01,B DIVISION,B,1,Crew Availability,Crew Availability,10
2025-06-01,B DIVISION,B,1,External Factors,External Agency or Utility,0
2025-06-01,B DIVISION,B,1,External Factors,External Debris on Roadbed,3
2025-06-01,B DIVISION,B,1,External Factors,Inclement Weather,0
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Braking,5
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Door-Related,2
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Other - CE,14
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Other - Sig,9
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Other Infrastructure,0
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Other Internal Disruptions,0
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Propulsion,1
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Rail and Roadbed,2
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Service Delivery,11
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,B DIVISION,B,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2025-06-01,B DIVISION,B,1,Operating Conditions,Other Operating Environment,27
2025-06-01,B DIVISION,B,1,Operating Conditions,Service Management,0
2025-06-01,B DIVISION,B,1,Planned ROW Work,Capital Work - Other Planned ROW,0
2025-06-01,B DIVISION,B,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,B DIVISION,B,1,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,B DIVISION,B,1,Planned ROW Work,Subways Maintenance,12
2025-06-01,B DIVISION,B,1,Planned ROW Work,Work Equipment,3
2025-06-01,B DIVISION,B,1,Police & Medical,Persons on Roadbed,0
2025-06-01,B DIVISION,B,1,Police & Medical,"Public Conduct, Crime, Police Response",43
2025-06-01,B DIVISION,B,1,Police & Medical,Sick/Injured Customer,4
2025-06-01,B DIVISION,C,1,,,0
2025-06-01,B DIVISION,C,1,Crew Availability,Crew Availability,7
2025-06-01,B DIVISION,C,1,External Factors,External Agency or Utility,0
2025-06-01,B DIVISION,C,1,External Factors,External Debris on Roadbed,0
2025-06-01,B DIVISION,C,1,External Factors,Inclement Weather,0
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Braking,1
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Door-Related,2
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Other - CE,8
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Other - Sig,5
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Other Infrastructure,2
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Other Internal Disruptions,1
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Propulsion,3
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Rail and Roadbed,2
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Service Delivery,11
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,B DIVISION,C,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2025-06-01,B DIVISION,C,1,Operating Conditions,Other Operating Environment,43
2025-06-01,B DIVISION,C,1,Operating Conditions,Service Management,0
2025-06-01,B DIVISION,C,1,Planned ROW Work,Capital Work - Other Planned ROW,4
2025-06-01,B DIVISION,C,1,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,B DIVISION,C,1,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,B DIVISION,C,1,Planned ROW Work,Subways Maintenance,5
2025-06-01,B DIVISION,C,1,Planned ROW Work,Work Equipment,1
2025-06-01,B DIVISION,C,1,Police & Medical,Persons on Roadbed,1
2025-06-01,B DIVISION,C,1,Police & Medical,"Public Conduct, Crime, Police Response",43
2025-06-01,B DIVISION,C,1,Police & Medical,Sick/Injured Customer,9
2025-06-01,B DIVISION,C,2,,,0
2025-06-01,B DIVISION,C,2,Crew Availability,Crew Availability,3
2025-06-01,B DIVISION,C,2,External Factors,External Agency or Utility,0
2025-06-01,B DIVISION,C,2,External Factors,External Debris on Roadbed,0
2025-06-01,B DIVISION,C,2,External Factors,Inclement Weather,0
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Braking,1
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Door-Related,0
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,"Fire, Smoke, Debris",0
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Other - CE,2
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Other - Sig,1
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Other Infrastructure,0
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Other Internal Disruptions,0
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Propulsion,0
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Rail and Roadbed,0
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Service Delivery,4
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Signal Modernization Capital Project,0
2025-06-01,B DIVISION,C,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,0
2025-06-01,B DIVISION,C,2,Operating Conditions,Other Operating Environment,13
2025-06-01,B DIVISION,C,2,Operating Conditions,Service Management,0
2025-06-01,B DIVISION,C,2,Planned ROW Work,Capital Work - Other Planned ROW,2
2025-06-01,B DIVISION,C,2,Planned ROW Work,Insufficient Supplement Schedule,0
2025-06-01,B DIVISION,C,2,Planned ROW Work,Other Planned ROW Work,0
2025-06-01,B DIVISION,C,2,Planned ROW Work,Subways Maintenance,8
2025-06-01,B DIVISION,C,2,Planned ROW Work,Work Equipment,0
2025-06-01,B DIVISION,C,2,Police & Medical,Persons on Roadbed,1
2025-06-01,B DIVISION,C,2,Police & Medical,"Public Conduct, Crime, Police Response",13
2025-06-01,B DIVISION,C,2,Police & Medical,Sick/Injured Customer,1
2025-06-01,B DIVISION,D,1,,,0
2025-06-01,B DIVISION,D,1,Crew Availability,Crew Availability,26
2025-06-01,B DIVISION,D,1,External Factors,External Agency or Utility,1
2025-06-01,B DIVISION,D,1,External Factors,External Debris on Roadbed,1
2025-06-01,B DIVISION,D,1,External Factors,Inclement Weather,0
